year,month,day,water_level,time,precipitation,sluice_status
2014,2,10,478.84,7,,open normal
2014,2,10,478.83,19,,open normal
2014,2,11,478.83,7,,open normal
2014,2,11,478.82,19,,open normal
2014,2,12,478.8,7,,open normal
2014,2,12,478.77,19,,open normal
2014,2,13,478.75,7,,open normal
2014,2,13,478.7,19,,open normal
2014,2,14,478.7,7,,open normal
2014,2,14,478.68,19,,open normal
2014,2,15,478.68,7,,open a little
2014,2,15,478.65,19,,open a little
2014,2,16,478.65,7,,open normal
2014,2,16,478.61,19,,open normal
2014,2,17,478.58,7,,open normal
2014,2,17,478.54,19,,open normal
2014,2,18,478.54,7,,open normal
2014,2,18,478.5,19,,open normal
2014,2,19,478.47,7,6,close
2014,2,19,478.47,19,2,close
2014,2,20,478.47,7,,close
2014,2,20,478.47,19,,close
2014,2,21,478.47,7,,close
2014,2,21,478.43,19,,close
2014,2,22,478.43,7,,open normal
2014,2,22,478.4,19,,open normal
2014,2,23,478.39,7,,open normal
2014,2,23,478.36,19,,open normal
2014,2,24,478.36,7,,open normal
2014,2,24,478.34,19,,open normal
2014,2,25,478.34,7,,open normal
2014,2,25,478.34,19,,open normal
2014,2,26,478.34,7,,close
2014,2,26,478.3,19,,close
2014,2,27,478.29,7,,open normal
2014,2,27,478.25,19,,open normal
2014,2,28,478.22,7,,open normal
2014,2,28,478.18,19,,open normal
2014,3,1,478.18,7,,open normal
2014,3,1,478.14,19,,open normal
2014,3,2,478.14,7,,open normal
2014,3,2,478.11,19,,open normal
2014,3,3,478.05,7,,open normal
2014,3,3,478.03,19,,open normal
2014,3,4,478.01,7,,open normal
2014,3,4,477.98,19,,open normal
2014,3,5,477.96,7,,open normal
2014,3,5,477.91,19,,open normal
2014,3,6,477.88,7,,open normal
2014,3,6,477.84,19,,open normal
2014,3,7,477.82,7,,open normal
2014,3,7,477.79,19,,open normal
2014,3,8,477.79,7,,open normal
2014,3,8,477.76,19,,open normal
2014,3,9,477.76,7,,open normal
2014,3,9,477.73,19,,open normal
2014,3,10,477.73,7,,open normal
2014,3,10,477.71,19,,open normal
2014,3,11,477.71,7,,open normal
2014,3,11,477.66,19,,open normal
2014,3,12,477.66,7,,open normal
2014,3,12,477.61,19,,open normal
2014,3,13,477.55,7,,open normal
2014,3,13,477.52,19,,open normal
2014,3,14,477.5,7,,open normal
2014,3,14,477.44,19,,open normal
2014,3,15,477.39,7,,open normal
2014,3,15,477.36,19,,open normal
2014,3,16,477.33,7,,open normal
2014,3,16,477.28,19,,open normal
2014,3,17,477.28,7,,open normal
2014,3,17,477.23,19,,open normal
2014,3,18,477.23,7,,open normal
2014,3,18,477.21,19,,open normal
2014,3,19,477.21,7,,open normal
2014,3,19,477.18,19,,open normal
2014,3,20,477.18,7,,open normal
2014,3,20,477.13,19,,open normal
2014,3,21,477.15,7,,open normal
2014,3,21,477.16,19,,open normal
2014,3,22,477.18,7,28,close
2014,3,22,477.22,19,2,close
2014,3,23,477.27,7,17,close
2014,3,23,477.28,19,16,close
2014,3,24,477.29,7,19,close
2014,3,24,477.31,19,,close
2014,3,25,477.31,7,,close
2014,3,25,477.31,19,,close
2014,3,26,477.31,7,,close
2014,3,26,477.31,19,,close
2014,3,27,477.31,7,,close
2014,3,27,477.31,19,,close
2014,3,28,477.31,7,,close
2014,3,28,477.26,19,,close
2014,3,29,477.24,7,,close
2014,3,29,477.24,19,,open a little
2014,3,30,477.24,7,,open normal
2014,3,30,477.18,19,,open normal
2014,3,31,477.18,7,,open normal
2014,3,31,477.15,19,,open normal
2014,4,1,477.12,7,,open normal
2014,4,1,477.1,19,,open normal
2014,4,2,477.1,7,,open normal
2014,4,2,477.07,19,,open normal
2014,4,3,477.07,7,,open normal
2014,4,3,477.05,19,,open normal
2014,4,4,477.05,7,,open normal
2014,4,4,477.02,19,1,open normal
2014,4,5,477.02,7,4,open a little
2014,4,5,476.96,19,,open a little
2014,4,6,476.96,7,,open a little
2014,4,6,476.93,19,,open a little
2014,4,7,476.93,7,13,open a little
2014,4,7,476.94,19,,open a little
2014,4,8,476.94,7,,open a little
2014,4,8,476.94,19,,open a little
2014,4,9,476.94,7,4,open a little
2014,4,9,476.94,19,2,open a little
2014,4,10,476.95,7,,close
2014,4,10,476.95,19,,close
2014,4,11,476.95,7,,open normal
2014,4,11,476.92,19,,open normal
2014,4,12,476.92,7,,open normal
2014,4,12,476.9,19,,open normal
2014,4,13,476.86,7,,open normal
2014,4,13,476.84,19,,open normal
2014,4,14,476.84,7,,open normal
2014,4,14,476.82,19,,open normal
2014,4,15,476.8,7,,open normal
2014,4,15,476.77,19,,open normal
2014,4,16,476.75,7,,open normal
2014,4,16,476.7,19,,open normal
2014,4,17,476.65,7,,open normal
2014,4,17,476.58,19,,open normal
2014,4,18,476.47,7,,open normal
2014,4,18,476.47,19,,open normal
2014,4,19,476.47,7,,open normal
2014,4,19,476.4,19,,open normal
2014,4,20,476.4,7,,open normal
2014,4,20,476.3,19,,open normal
2014,4,21,476.23,7,,open normal
2014,4,21,476.18,19,,open normal
2014,4,22,476.18,7,,open normal
2014,4,22,476.1,19,,open normal
2014,4,23,476.01,7,,open normal
2014,4,23,475.94,19,,open normal
2014,4,24,475.9,7,,open normal
2014,4,24,475.87,19,,open normal
2014,4,25,475.83,7,,open normal
2014,4,25,475.79,19,,open normal
2014,4,26,475.79,7,,open normal
2014,4,26,475.74,19,,open normal
2014,4,27,475.74,7,,open normal
2014,4,27,475.66,19,,open normal
2014,4,28,475.66,7,,open normal
2014,4,28,475.66,19,3,open normal
2014,4,29,475.66,7,2,open normal
2014,4,29,475.6,19,,open normal
2014,4,30,475.6,7,13,close
2014,4,30,475.56,19,,close
2014,5,1,475.61,7,14,close
2014,5,1,475.61,19,,close
2014,5,2,475.61,7,5,close
2014,5,2,475.61,19,,close
2014,5,3,475.61,7,6,close
2014,5,3,475.61,19,,close
2014,5,4,475.61,7,,close
2014,5,4,475.61,19,,close
2014,5,5,475.61,7,,close
2014,5,5,475.72,19,23,close
2014,5,6,475.88,7,18,close
2014,5,6,476.02,19,,close
2014,5,7,476.06,7,,close
2014,5,7,476.09,19,,close
2014,5,8,476.31,7,26,close
2014,5,8,476.4,19,1,close
2014,5,9,476.42,7,,close
2014,5,9,476.45,19,3,close
2014,5,10,476.47,7,,close
2014,5,10,476.48,19,,close
2014,5,11,476.49,7,1,close
2014,5,11,476.5,19,,close
2014,5,12,476.51,7,,close
2014,5,12,476.51,19,,close
2014,5,13,476.51,7,,close
2014,5,13,476.46,19,,close
2014,5,14,476.41,7,,close
2014,5,14,476.4,19,,close
2014,5,15,476.4,7,,close
2014,5,15,476.4,19,,close
2014,5,16,476.4,7,,close
2014,5,16,476.4,19,,close
2014,5,17,476.4,7,,close
2014,5,17,476.38,19,,close
2014,5,18,476.38,7,,close
2014,5,18,476.38,19,,close
2014,5,19,476.38,7,,close
2014,5,19,476.38,19,,close
2014,5,20,476.38,7,,close
2014,5,20,476.38,19,,close
2014,5,21,476.38,7,,close
2014,5,21,476.38,19,,close
2014,5,22,476.38,7,,close
2014,5,22,476.38,19,,close
2014,5,23,476.37,7,,open a little
2014,5,23,476.35,19,,open a little
2014,5,24,476.34,7,,open a little
2014,5,24,476.34,19,,open a little
2014,5,25,476.34,7,,open a little
2014,5,25,476.34,19,6,open a little
2014,5,26,476.34,7,,open a little
2014,5,26,476.34,19,,open a little
2014,5,27,476.34,7,,close
2014,5,27,476.4,19,23,close
2014,5,28,476.4,7,,close
2014,5,28,476.41,19,,close
2014,5,29,476.41,7,,close
2014,5,29,476.41,19,,close
2014,5,30,476.41,7,,close
2014,5,30,476.41,19,,close
2014,5,31,476.41,7,,close
2014,5,31,476.41,19,,close
2014,6,1,476.41,7,,close
2014,6,1,476.4,19,,close
2014,6,2,476.4,7,,close
2014,6,2,476.4,19,,close
2014,6,3,476.4,7,,close
2014,6,3,476.4,19,,close
2014,6,4,476.4,7,,close
2014,6,4,476.4,19,,close
2014,6,5,476.4,7,,open normal
2014,6,5,476.41,19,24,open normal
2014,6,6,476.41,7,,open normal
2014,6,6,476.43,19,23,open normal
2014,6,7,476.43,7,,open normal
2014,6,7,476.43,19,,open normal
2014,6,8,476.43,7,1,close
2014,6,8,476.43,19,,close
2014,6,9,476.44,7,8,close
2014,6,9,476.44,19,,close
2014,6,10,476.44,7,,close
2014,6,10,476.44,19,2,close
2014,6,11,476.44,7,,open 2 channels
2014,6,11,476.41,19,17,open 2 channels
2014,6,12,476.38,7,,open 2 channels
2014,6,12,476.32,19,,open 2 channels
2014,6,13,476.25,7,,close
2014,6,13,476.18,19,,close
2014,6,14,476.14,7,3,open 2 channels
2014,6,14,476.08,19,,open 2 channels
2014,6,15,476.04,7,2,open 2 channels
2014,6,15,475.95,19,,open 2 channels
2014,6,16,475.92,7,,close
2014,6,16,475.88,19,,close
2014,6,17,475.85,7,,close
2014,6,17,475.84,19,,close
2014,6,18,475.82,7,,close
2014,6,18,475.81,19,7,close
2014,6,19,475.81,7,2,close
2014,6,19,475.82,19,4,close
2014,6,20,475.83,7,,close
2014,6,20,475.84,19,,close
2014,6,21,475.85,7,,close
2014,6,21,475.85,19,1,close
2014,6,22,475.85,7,1,close
2014,6,22,475.85,19,3,close
2014,6,23,475.85,7,,open a little
2014,6,23,475.83,19,5,open a little
2014,6,24,476.22,7,82,open a little
2014,6,24,476.75,19,17,open a little
2014,6,25,476.9,7,,close
2014,6,25,476.98,19,,close
2014,6,26,477.05,7,,close
2014,6,26,477.1,19,,close
2014,6,27,477.13,7,,open a little
2014,6,27,477.15,19,,open a little
2014,6,28,477.17,7,,open a little
2014,6,28,477.12,19,,open a little
2014,6,29,477.06,7,4,open a little
2014,6,29,477.06,19,,open a little
2014,6,30,477.06,7,,open a little
2014,6,30,477.06,19,,open a little
2014,7,1,477.05,7,,open normal
2014,7,1,477.03,19,17,open normal
2014,7,2,477.08,7,,open normal
2014,7,2,477.03,19,3,open normal
2014,7,3,477.02,7,6,open normal
2014,7,3,477.01,19,6,open normal
2014,7,4,477.03,7,5,open a little
2014,7,4,477.05,19,,open a little
2014,7,5,477.06,7,,open a little
2014,7,5,477.06,19,,open a little
2014,7,6,477.3,7,35,open a little
2014,7,6,477.46,19,,open a little
2014,7,7,477.55,7,,open a little
2014,7,7,477.65,19,7,open a little
2014,7,8,477.7,7,2,open a little
2014,7,8,477.71,19,,open a little
2014,7,9,477.71,7,,open normal
2014,7,9,477.7,19,,open normal
2014,7,10,477.68,7,,open normal
2014,7,10,477.66,19,,open normal
2014,7,11,477.66,7,,open normal
2014,7,11,477.68,19,9,open normal
2014,7,12,477.68,7,8,open normal
2014,7,12,477.67,19,3,open normal
2014,7,13,477.65,7,,open normal
2014,7,13,477.65,19,7,open normal
2014,7,14,477.65,7,10,open normal
2014,7,14,477.7,19,3,open normal
2014,7,15,477.73,7,7,open normal
2014,7,15,477.76,19,,open normal
2014,7,16,477.78,7,,open normal
2014,7,16,477.79,19,,open normal
2014,7,17,477.79,7,,open normal
2014,7,17,477.8,19,18,open normal
2014,7,18,477.79,7,2,open normal
2014,7,18,477.78,19,,open normal
2014,7,19,477.76,7,,open normal
2014,7,19,477.75,19,,open normal
2014,7,20,477.85,7,37,open normal
2014,7,20,478.75,19,43,open normal
2014,7,21,479.07,7,17,open normal
2014,7,21,479.25,19,1,open normal
2014,7,22,479.53,7,27,open normal
2014,7,22,479.53,19,8,open normal
2014,7,23,479.5,7,,open normal
2014,7,23,479.44,19,3,open normal
2014,7,24,479.39,7,,open normal
2014,7,24,479.34,19,,open normal
2014,7,25,479.29,7,,open normal
2014,7,25,479.25,19,,open normal
2014,7,26,479.22,7,3,open normal
2014,7,26,479.24,19,23,open normal
2014,7,27,479.24,7,2,open normal
2014,7,27,479.23,19,,open normal
2014,7,28,479.2,7,,open normal
2014,7,28,479.15,19,,open normal
2014,7,29,479.12,7,2,open all
2014,7,29,479.07,19,,open all
2014,7,30,479.02,7,,open all
2014,7,30,478.96,19,,open all
2014,7,31,478.9,7,,open all
2014,7,31,478.85,19,,open all
2014,8,1,478.8,7,,open normal
2014,8,1,478.73,19,,open normal
2014,8,2,478.65,7,,open normal
2014,8,2,478.58,19,1,open normal
2014,8,3,478.5,7,,open normal
2014,8,3,478.42,19,,open normal
2014,8,4,478.35,7,7,open normal
2014,8,4,478.35,19,9,open normal
2014,8,5,478.34,7,,open normal
2014,8,5,478.29,19,6,open normal
2014,8,6,478.22,7,,open normal
2014,8,6,478.15,19,,open normal
2014,8,7,478.07,7,,open normal
2014,8,7,478,19,8,open normal
2014,8,8,477.94,7,,open normal
2014,8,8,477.94,19,,open normal
2014,8,9,477.94,7,,close
2014,8,9,477.95,19,,close
2014,8,10,477.95,7,,close
2014,8,10,477.95,19,,close
2014,8,11,477.95,7,,open a little
2014,8,11,477.93,19,,open a little
2014,8,12,477.92,7,,open a little
2014,8,12,477.92,19,,open a little
2014,8,13,477.95,7,9,open a little
2014,8,13,478.06,19,19,open a little
2014,8,14,478.3,7,32,open a little
2014,8,14,478.72,19,18,open a little
2014,8,15,478.93,7,,open a little
2014,8,15,479.12,19,15,open a little
2014,8,16,479.27,7,18,open a little
2014,8,16,479.49,19,,open a little
2014,8,17,479.49,7,,open a little
2014,8,17,479.55,19,18,open a little
2014,8,18,479.54,7,,open a little
2014,8,18,479.48,19,,open a little
2014,8,19,479.43,7,,open a little
2014,8,19,479.4,19,,open a little
2014,8,20,479.37,7,,open a little
2014,8,20,479.36,19,,open a little
2014,8,21,479.42,7,21,open a little
2014,8,21,479.5,19,17,open a little
2014,8,22,479.47,7,,open a little
2014,8,22,479.42,19,,open a little
2014,8,23,479.4,7,,open a little
2014,8,23,479.36,19,,open a little
2014,8,24,479.31,7,,open a little
2014,8,24,479.3,19,,open a little
2014,8,25,479.3,7,,open a little
2014,8,25,479.3,19,,open a little
2014,8,26,479.31,7,6,open a little
2014,8,26,479.3,19,,open a little
2014,8,27,479.3,7,,open a little
2014,8,27,479.29,19,,open a little
2014,8,28,479.28,7,,open a little
2014,8,28,479.25,19,,open a little
2014,8,29,479.25,7,5,open a little
2014,8,29,479.26,19,8,open a little
2014,8,30,479.26,7,,open a little
2014,8,30,479.25,19,,open a little
2014,8,31,479.24,7,,open a little
2014,8,31,479.23,19,,open a little
2014,9,1,479.22,7,,open a little
2014,9,1,479.21,19,,open a little
2014,9,2,479.2,7,,open a little
2014,9,2,479.2,19,2,open a little
2014,9,3,479.2,7,1,open a little
2014,9,3,479.22,19,13,open a little
2014,9,4,479.22,7,,open a little
2014,9,4,479.22,19,,open a little
2014,9,5,479.23,7,,close
2014,9,5,479.25,19,,close
2014,9,6,479.26,7,,close
2014,9,6,479.27,19,,close
2014,9,7,479.29,7,,close
2014,9,7,479.3,19,,close
2014,9,8,479.31,7,,open a little
2014,9,8,479.28,19,,open a little
2014,9,9,479.25,7,,open normal
2014,9,9,479.21,19,,open normal
2014,9,10,479.19,7,,open normal
2014,9,10,479.15,19,,open normal
2014,9,11,479.15,7,,close
2014,9,11,479.16,19,,close
2014,9,12,479.15,7,,open normal
2014,9,12,479.15,19,,open normal
2014,9,13,479.15,7,,close
2014,9,13,479.15,19,,close
2014,9,14,479.15,7,,close
2014,9,14,479.16,19,,close
2014,9,15,479.18,7,8,close
2014,9,15,479.18,19,,close
2014,9,16,479.18,7,,close
2014,9,16,479.18,19,,close
2014,9,17,479.18,7,,close
2014,9,17,479.23,19,35,close
2014,9,18,479.26,7,,close
2014,9,18,479.28,19,,close
2014,9,19,479.31,7,6,close
2014,9,19,479.33,19,4,close
2014,9,20,479.35,7,,close
2014,9,20,479.37,19,,close
2014,9,21,479.4,7,12,close
2014,9,21,479.46,19,10,close
2014,9,22,479.69,7,50,close
2014,9,22,479.79,19,,close
2014,9,23,479.84,7,,close
2014,9,23,479.87,19,,close
2014,9,24,479.9,7,,close
2014,9,24,479.93,19,,close
2014,9,25,479.95,7,,close
2014,9,25,479.96,19,,close
2014,9,26,479.97,7,,close
2014,9,26,479.98,19,3,close
2014,9,27,480,7,,close
2014,9,27,480.01,19,,close
2014,9,28,480.03,7,,close
2014,9,28,480.05,19,,close
2014,9,29,480.06,7,,close
2014,9,29,480.08,19,6,close
2014,9,30,480.09,7,,close
2014,9,30,480.1,19,,close
2014,10,1,480.11,7,,close
2014,10,1,480.11,19,,close
2014,10,2,480.12,7,,close
2014,10,2,480.12,19,,close
2014,10,3,480.13,7,,close
2014,10,3,480.14,19,,close
2014,10,4,480.15,7,,close
2014,10,4,480.1,19,,close
2014,10,5,480.16,7,,close
2014,10,5,480.18,19,4,close
2014,10,6,480.19,7,,close
2014,10,6,480.2,19,,close
2014,10,7,480.2,7,,close
2014,10,7,480.21,19,,close
2014,10,8,480.21,7,,close
2014,10,8,480.21,19,,close
2014,10,9,480.21,7,,close
2014,10,9,480.21,19,,close
2014,10,10,480.21,7,,close
2014,10,10,480.21,19,,close
2014,10,11,480.21,7,,close
2014,10,11,480.22,19,,close
2014,10,12,480.22,7,,close
2014,10,12,480.23,19,,close
2014,10,13,480.23,7,,close
2014,10,13,480.23,19,,close
2014,10,14,480.23,7,,close
2014,10,14,480.23,19,,close
2014,10,15,480.23,7,,close
2014,10,15,480.23,19,,close
2014,10,16,480.23,7,,close
2014,10,16,480.23,19,,close
2014,10,17,480.23,7,,close
2014,10,17,480.23,19,,close
2014,10,18,480.24,7,,close
2014,10,18,480.24,19,,close
2014,10,19,480.24,7,,close
2014,10,19,480.24,19,,close
2014,10,20,480.24,7,,close
2014,10,20,480.24,19,,close
2014,10,21,480.24,7,,close
2014,10,21,480.24,19,,close
2014,10,22,480.24,7,,close
2014,10,22,480.24,19,,close
2014,10,23,480.24,7,3,close
2014,10,23,480.24,19,,close
2014,10,24,480.24,7,2,close
2014,10,24,480.24,19,,close
2014,10,25,480.24,7,,close
2014,10,25,480.24,19,,close
2014,10,26,480.24,7,,close
2014,10,26,480.24,19,,close
2014,10,27,480.24,7,,close
2014,10,27,480.24,19,,close
2014,10,28,480.24,7,,close
2014,10,28,480.24,19,,close
2014,10,29,480.24,7,,close
2014,10,29,480.24,19,,close
2014,10,30,480.24,7,,close
2014,10,30,480.24,19,,close
2014,10,31,480.24,7,,close
2014,10,31,480.24,19,,close
2014,11,1,480.24,7,,close
2014,11,1,480.24,19,,close
2014,11,2,480.2,7,28,close
2014,11,2,480.25,19,,close
2014,11,3,480.25,7,,close
2014,11,3,480.25,19,,close
2014,11,4,480.25,7,,close
2014,11,4,480.25,19,1,close
2014,11,5,480.25,7,,close
2014,11,5,480.25,19,5,close
2014,11,6,480.25,7,4,close
2014,11,6,480.25,19,4,close
2014,11,7,480.26,7,6,close
2014,11,7,480.26,19,,close
2014,11,8,480.26,7,,close
2014,11,8,480.26,19,,close
2014,11,9,480.26,7,,close
2014,11,9,480.26,19,,close
2014,11,10,480.26,7,,close
2014,11,10,480.26,19,,close
2014,11,11,480.26,7,,close
2014,11,11,480.26,19,,close
2014,11,12,480.26,7,,close
2014,11,12,480.26,19,,close
2014,11,13,480.26,7,,close
2014,11,13,480.24,19,,close
2014,11,14,480.24,7,,close
2014,11,14,480.24,19,,close
2014,11,15,480.24,7,,close
2014,11,15,480.24,19,7,close
2014,11,16,480.24,7,,close
2014,11,16,480.24,19,,close
2014,11,17,480.24,7,,close
2014,11,17,480.24,19,,close
2014,11,18,480.24,7,,close
2014,11,18,480.24,19,,close
2014,11,19,480.24,7,,close
2014,11,19,480.24,19,,close
2014,11,20,480.24,7,,close
2014,11,20,480.24,19,,close
2014,11,21,480.24,7,,close
2014,11,21,480.24,19,,close
2014,11,22,480.24,7,,close
2014,11,22,480.23,19,,close
2014,11,23,480.23,7,,close
2014,11,23,480.23,19,,close
2014,11,24,480.23,7,,close
2014,11,24,480.23,19,,close
2014,11,25,480.23,7,,close
2014,11,25,480.23,19,,close
2014,11,26,480.23,7,,close
2014,11,26,480.22,19,,close
2014,11,27,480.22,7,,close
2014,11,27,480.21,19,,close
2014,11,28,480.21,7,,close
2014,11,28,480.21,19,,close
2014,11,29,480.21,7,,close
2014,11,29,480.21,19,,close
2014,11,30,480.21,7,,close
2014,11,30,480.21,19,,close
2014,12,1,480.2,7,,close
2014,12,1,480.2,19,,close
2014,12,2,480.2,7,,close
2014,12,2,480.2,19,,close
2014,12,3,480.2,7,,close
2014,12,3,480.2,19,,close
2014,12,4,480.2,7,,close
2014,12,4,480.19,19,,close
2014,12,5,480.18,7,,close
2014,12,5,480.18,19,,close
2014,12,6,480.17,7,,close
2014,12,6,480.17,19,,close
2014,12,7,480.17,7,,close
2014,12,7,480.17,19,,close
2014,12,8,480.17,7,,close
2014,12,8,480.16,19,,close
2014,12,9,480.16,7,,close
2014,12,9,480.16,19,,close
2014,12,10,480.16,7,,close
2014,12,10,480.16,19,,close
2014,12,11,480.16,7,,close
2014,12,11,480.15,19,,close
2014,12,12,480.15,7,,close
2014,12,12,480.14,19,,close
2014,12,13,480.14,7,,close
2014,12,13,480.14,19,,close
2014,12,14,480.14,7,,close
2014,12,14,480.14,19,,close
2014,12,15,480.13,7,,close
2014,12,15,480.13,19,,close
2014,12,16,480.13,7,,close
2014,12,16,480.13,19,,close
2014,12,17,480.13,7,,close
2014,12,17,480.12,19,,close
2014,12,18,480.12,7,,close
2014,12,18,480.12,19,,close
2014,12,19,480.12,7,,close
2014,12,19,480.12,19,,close
2014,12,20,480.1,7,,close
2014,12,20,480.1,19,,close
2014,12,21,480.1,7,,close
2014,12,21,480.1,19,,close
2014,12,22,480.1,7,,close
2014,12,22,480.09,19,,close
2014,12,23,480.09,7,,close
2014,12,23,480.09,19,,close
2014,12,24,480.09,7,,close
2014,12,24,480.08,19,,close
2014,12,25,480.08,7,,close
2014,12,25,480.08,19,,close
2014,12,26,480.08,7,,close
2014,12,26,480.07,19,,close
2014,12,27,480.07,7,,close
2014,12,27,480.07,19,,close
2014,12,28,480.07,7,,close
2014,12,28,480.07,19,,close
2014,12,29,480.07,7,,close
2014,12,29,480.07,19,,close
2014,12,30,480.06,7,,close
2014,12,30,480.06,19,,close
2014,12,31,480.06,7,,close
2014,12,31,480.06,19,,close
